[*] Frida v14 — Module Map & Address Resolver — 2026-03-31T04:12:23.580Z
================================================================================

[MODULES] All loaded modules:
--------------------------------------------------------------------------------
[MODULE]   1  base=0x400000  end=0x1ef3000  size=0x01af3000  name=Conquer.exe  path=F:\TQ\Env_dx9\Conquer.exe
[MODULE]  23  base=0x5e930000  end=0x5edbd000  size=0x0048d000  name=mfc140.dll  path=F:\TQ\Env_dx9\mfc140.dll
[MODULE]  24  base=0x5ee30000  end=0x5f059000  size=0x00229000  name=COMCTL32.dll  path=C:\WINDOWS\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.8037_none_85b66681f7afde41\COMCTL32.dll
[MODULE]  25  base=0x5f060000  end=0x5f13d000  size=0x000dd000  name=CoreMessaging.dll  path=C:\WINDOWS\SYSTEM32\CoreMessaging.dll
[MODULE]  26  base=0x5f290000  end=0x5f335000  size=0x000a5000  name=TextShaping.dll  path=C:\WINDOWS\SYSTEM32\TextShaping.dll
[MODULE]  27  base=0x5f340000  end=0x5f4a8000  size=0x00168000  name=libcef_dll_wrapper.dll  path=F:\TQ\Chrome\libcef_dll_wrapper.dll
[MODULE]  28  base=0x5f4b0000  end=0x63126000  size=0x03c76000  name=nvd3dum.dll  path=C:\WINDOWS\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_adc55ecfca814224\nvd3dum.dll
[MODULE]  29  base=0x63130000  end=0x63159000  size=0x00029000  name=ntmarta.dll  path=C:\WINDOWS\SYSTEM32\ntmarta.dll
[MODULE]  30  base=0x63530000  end=0x63754000  size=0x00224000  name=WININET.dll  path=C:\WINDOWS\SYSTEM32\WININET.dll
[MODULE]  31  base=0x637a0000  end=0x637a9000  size=0x00009000  name=fltlib.dll  path=C:\WINDOWS\SYSTEM32\fltlib.dll
[MODULE]  32  base=0x637b0000  end=0x637ca000  size=0x0001a000  name=MSACM32.dll  path=C:\WINDOWS\SYSTEM32\MSACM32.dll
[MODULE]  33  base=0x637d0000  end=0x637eb000  size=0x0001b000  name=wdmaud2.drv  path=C:\WINDOWS\SYSTEM32\wdmaud2.drv
[MODULE]  34  base=0x637f0000  end=0x6382d000  size=0x0003d000  name=wdmaud.drv  path=C:\WINDOWS\SYSTEM32\wdmaud.drv
[MODULE]  35  base=0x63830000  end=0x6386e000  size=0x0003e000  name=WordsCheck.dll  path=F:\TQ\WordsCheck.dll
[MODULE]  36  base=0x63870000  end=0x638f8000  size=0x00088000  name=NdResUpdate.dll  path=F:\TQ\Env_dx9\NdResUpdate.dll
[MODULE]  37  base=0x63900000  end=0x6392f000  size=0x0002f000  name=dbgcore.DLL  path=C:\WINDOWS\SYSTEM32\dbgcore.DLL
[MODULE]  38  base=0x63940000  end=0x639ab000  size=0x0006b000  name=ExtendGraphic.dll  path=F:\TQ\Env_dx9\ExtendGraphic.dll
[MODULE]  39  base=0x639b0000  end=0x63b90000  size=0x001e0000  name=dbghelp.dll  path=C:\WINDOWS\SYSTEM32\dbghelp.dll
[MODULE]  40  base=0x63ba0000  end=0x63c0f000  size=0x0006f000  name=MSVCP140.dll  path=F:\TQ\Env_dx9\MSVCP140.dll
[MODULE]  41  base=0x63d20000  end=0x63e60000  size=0x00140000  name=nvppe.dll  path=C:\WINDOWS\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_adc55ecfca814224\nvppe.dll
[MODULE]  42  base=0x63ef0000  end=0x63f16000  size=0x00026000  name=winmmbase.dll  path=C:\WINDOWS\SYSTEM32\winmmbase.dll
[MODULE]  43  base=0x63f20000  end=0x63f37000  size=0x00017000  name=USP10.dll  path=C:\WINDOWS\SYSTEM32\USP10.dll
[MODULE]  44  base=0x63f60000  end=0x63f73000  size=0x00013000  name=VCRUNTIME140.dll  path=F:\TQ\Env_dx9\VCRUNTIME140.dll
[MODULE]  45  base=0x63f80000  end=0x63f9d000  size=0x0001d000  name=AloneFace.dll  path=F:\TQ\Env_dx9\AloneFace.dll
[MODULE]  46  base=0x64070000  end=0x64186000  size=0x00116000  name=nvspcap.dll  path=C:\WINDOWS\system32\nvspcap.dll
[MODULE]  47  base=0x65ae0000  end=0x69973000  size=0x03e93000  name=nvgpucomp32.dll  path=C:\WINDOWS\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_adc55ecfca814224\nvgpucomp32.dll
[MODULE]  48  base=0x6ba30000  end=0x6ba38000  size=0x00008000  name=midimap.dll  path=C:\WINDOWS\SYSTEM32\midimap.dll
[MODULE]  49  base=0x6ba60000  end=0x6baf1000  size=0x00091000  name=COMCTL32.dll  path=C:\WINDOWS\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.26100.8037_none_cf98fbe08eabc758\COMCTL32.dll
[MODULE]  50  base=0x6bb50000  end=0x6bba5000  size=0x00055000  name=powrprof.dll  path=C:\WINDOWS\SYSTEM32\powrprof.dll
[MODULE]  51  base=0x6bc20000  end=0x6bd01000  size=0x000e1000  name=WINHTTP.dll  path=C:\WINDOWS\SYSTEM32\WINHTTP.dll
[MODULE]  52  base=0x6be20000  end=0x6be2e000  size=0x0000e000  name=UMPDC.dll  path=C:\WINDOWS\SYSTEM32\UMPDC.dll
[MODULE]  53  base=0x6be40000  end=0x6be58000  size=0x00018000  name=C3Browser.dll  path=F:\TQ\Env_dx9\C3Browser.dll
[MODULE]  54  base=0x6be60000  end=0x6be98000  size=0x00038000  name=DINPUT8.dll  path=C:\WINDOWS\SYSTEM32\DINPUT8.dll
[MODULE]  55  base=0x6c420000  end=0x6c42b000  size=0x0000b000  name=msacm32.drv  path=C:\WINDOWS\SYSTEM32\msacm32.drv
[MODULE]  56  base=0x6c480000  end=0x6c48e000  size=0x0000e000  name=msasn1.dll  path=C:\WINDOWS\SYSTEM32\msasn1.dll
[MODULE]  57  base=0x6c4a0000  end=0x6c4aa000  size=0x0000a000  name=Secur32.dll  path=C:\WINDOWS\SYSTEM32\Secur32.dll
[MODULE]  58  base=0x6c4b0000  end=0x6c4bb000  size=0x0000b000  name=WINNSI.DLL  path=C:\WINDOWS\SYSTEM32\WINNSI.DLL
[MODULE]  59  base=0x6c4c0000  end=0x6c4dc000  size=0x0001c000  name=dhcpcsvc.DLL  path=C:\WINDOWS\SYSTEM32\dhcpcsvc.DLL
[MODULE]  60  base=0x6c520000  end=0x6c538000  size=0x00018000  name=ondemandconnroutehelper.dll  path=C:\WINDOWS\SYSTEM32\ondemandconnroutehelper.dll
[MODULE]  61  base=0x6cbd0000  end=0x6ccdd000  size=0x0010d000  name=Windows.UI.dll  path=C:\Windows\System32\Windows.UI.dll
[MODULE]  62  base=0x6cd00000  end=0x6cd27000  size=0x00027000  name=gpapi.dll  path=C:\WINDOWS\SYSTEM32\gpapi.dll
[MODULE]  63  base=0x6cd30000  end=0x6cd45000  size=0x00015000  name=NETAPI32.dll  path=C:\WINDOWS\SYSTEM32\NETAPI32.dll
[MODULE]  64  base=0x6cd70000  end=0x6cd79000  size=0x00009000  name=AVRT.dll  path=C:\WINDOWS\SYSTEM32\AVRT.dll
[MODULE]  65  base=0x6ce70000  end=0x6cfdd000  size=0x0016d000  name=AUDIOSES.DLL  path=C:\WINDOWS\SYSTEM32\AUDIOSES.DLL
[MODULE]  66  base=0x6cfe0000  end=0x6d188000  size=0x001a8000  name=MFPlat.DLL  path=C:\WINDOWS\SYSTEM32\MFPlat.DLL
[MODULE]  67  base=0x6d600000  end=0x6d609000  size=0x00009000  name=msdmo.dll  path=C:\WINDOWS\SYSTEM32\msdmo.dll
[MODULE]  68  base=0x6dc60000  end=0x6dc91000  size=0x00031000  name=RTWorkQ.DLL  path=C:\WINDOWS\SYSTEM32\RTWorkQ.DLL
[MODULE]  69  base=0x6deb0000  end=0x6df2e000  size=0x0007e000  name=MMDevAPI.DLL  path=C:\WINDOWS\SYSTEM32\MMDevAPI.DLL
[MODULE]  70  base=0x6e850000  end=0x6e8d9000  size=0x00089000  name=WINSPOOL.DRV  path=C:\WINDOWS\SYSTEM32\WINSPOOL.DRV
[MODULE]  71  base=0x6e8e0000  end=0x6e96b000  size=0x0008b000  name=MpOav.dll  path=C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26020.6-0\X86\MpOav.dll
[MODULE]  72  base=0x6ebc0000  end=0x6ec40000  size=0x00080000  name=UxTheme.dll  path=C:\WINDOWS\SYSTEM32\UxTheme.dll
[MODULE]  73  base=0x6ec70000  end=0x6eccb000  size=0x0005b000  name=OLEACC.dll  path=C:\WINDOWS\SYSTEM32\OLEACC.dll
[MODULE]  74  base=0x6ecd0000  end=0x6ecdb000  size=0x0000b000  name=HID.DLL  path=C:\WINDOWS\SYSTEM32\HID.DLL
[MODULE]  75  base=0x6ed90000  end=0x6edaf000  size=0x0001f000  name=WTSAPI32.dll  path=C:\WINDOWS\SYSTEM32\WTSAPI32.dll
[MODULE]  76  base=0x6edc0000  end=0x6ee0f000  size=0x0004f000  name=directxdatabasehelper.dll  path=C:\WINDOWS\SYSTEM32\directxdatabasehelper.dll
[MODULE]  77  base=0x6ee20000  end=0x6ee53000  size=0x00033000  name=WINMM.dll  path=C:\WINDOWS\SYSTEM32\WINMM.dll
[MODULE]  78  base=0x6ee60000  end=0x6ef4d000  size=0x000ed000  name=NvMemMapStorage.dll  path=C:\WINDOWS\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_adc55ecfca814224\NvMemMapStorage.dll
[MODULE]  79  base=0x6ef50000  end=0x6f079000  size=0x00129000  name=drvstore.dll  path=C:\WINDOWS\SYSTEM32\drvstore.dll
[MODULE]  80  base=0x6f080000  end=0x6f0ab000  size=0x0002b000  name=cryptnet.dll  path=C:\WINDOWS\SYSTEM32\cryptnet.dll
[MODULE]  81  base=0x6f0b0000  end=0x6f14c000  size=0x0009c000  name=nvldumd.dll  path=C:\WINDOWS\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_adc55ecfca814224\nvldumd.dll
[MODULE]  82  base=0x6f1b0000  end=0x6f32a000  size=0x0017a000  name=d3d9.dll  path=C:\WINDOWS\SYSTEM32\d3d9.dll
[MODULE]  83  base=0x6f330000  end=0x6f366000  size=0x00036000  name=dxcore.dll  path=C:\WINDOWS\SYSTEM32\dxcore.dll
[MODULE]  84  base=0x6f370000  end=0x6f395000  size=0x00025000  name=dwmapi.dll  path=C:\WINDOWS\SYSTEM32\dwmapi.dll
[MODULE]  85  base=0x6f5c0000  end=0x6f5d9000  size=0x00019000  name=mpr.dll  path=C:\WINDOWS\SYSTEM32\mpr.dll
[MODULE]  86  base=0x6f600000  end=0x6f65a000  size=0x0005a000  name=wldp.dll  path=C:\WINDOWS\SYSTEM32\wldp.dll
[MODULE]  87  base=0x6f680000  end=0x6f6ab000  size=0x0002b000  name=SspiCli.dll  path=C:\WINDOWS\SYSTEM32\SspiCli.dll
[MODULE]  88  base=0x6f6e0000  end=0x6f6eb000  size=0x0000b000  name=netutils.dll  path=C:\WINDOWS\SYSTEM32\netutils.dll
[MODULE]  89  base=0x6f6f0000  end=0x6f70e000  size=0x0001e000  name=srvcli.dll  path=C:\WINDOWS\SYSTEM32\srvcli.dll
[MODULE]  90  base=0x6f720000  end=0x6f961000  size=0x00241000  name=iertutil.dll  path=C:\WINDOWS\SYSTEM32\iertutil.dll
[MODULE]  91  base=0x6f970000  end=0x6fb19000  size=0x001a9000  name=urlmon.dll  path=C:\WINDOWS\SYSTEM32\urlmon.dll
[MODULE]  92  base=0x6fbe0000  end=0x6fc42000  size=0x00062000  name=fwpuclnt.dll  path=C:\WINDOWS\System32\fwpuclnt.dll
[MODULE]  93  base=0x6fc50000  end=0x6fc58000  size=0x00008000  name=rasadhlp.dll  path=C:\Windows\System32\rasadhlp.dll
[MODULE]  94  base=0x6fc60000  end=0x6fc87000  size=0x00027000  name=Iphlpapi.dll  path=C:\WINDOWS\SYSTEM32\Iphlpapi.dll
[MODULE]  95  base=0x6fc90000  end=0x6fd74000  size=0x000e4000  name=DNSAPI.dll  path=C:\WINDOWS\SYSTEM32\DNSAPI.dll
[MODULE]  96  base=0x71550000  end=0x7156c000  size=0x0001c000  name=bcrypt.dll  path=C:\WINDOWS\SYSTEM32\bcrypt.dll
[MODULE]  97  base=0x71fb0000  end=0x71fd8000  size=0x00028000  name=USERENV.dll  path=C:\WINDOWS\SYSTEM32\USERENV.dll
[MODULE]  98  base=0x72a80000  end=0x72a95000  size=0x00015000  name=amsi.dll  path=C:\WINDOWS\SYSTEM32\amsi.dll
[MODULE]  99  base=0x72aa0000  end=0x72b6c000  size=0x000cc000  name=fastprox.dll  path=C:\WINDOWS\system32\wbem\fastprox.dll
[MODULE] 100  base=0x72c50000  end=0x72c61000  size=0x00011000  name=wbemsvc.dll  path=C:\WINDOWS\system32\wbem\wbemsvc.dll
[MODULE] 101  base=0x741a0000  end=0x74209000  size=0x00069000  name=wbemcomn.dll  path=C:\WINDOWS\SYSTEM32\wbemcomn.dll
[MODULE] 102  base=0x74210000  end=0x7421d000  size=0x0000d000  name=wbemprox.dll  path=C:\WINDOWS\system32\wbem\wbemprox.dll
[MODULE] 103  base=0x74300000  end=0x74324000  size=0x00024000  name=DEVOBJ.dll  path=C:\WINDOWS\SYSTEM32\DEVOBJ.dll
[MODULE] 104  base=0x74330000  end=0x7434d000  size=0x0001d000  name=profapi.dll  path=C:\WINDOWS\SYSTEM32\profapi.dll
[MODULE] 105  base=0x74350000  end=0x7435a000  size=0x0000a000  name=CRYPTBASE.DLL  path=C:\WINDOWS\SYSTEM32\CRYPTBASE.DLL
[MODULE] 106  base=0x74360000  end=0x74392000  size=0x00032000  name=rsaenh.dll  path=C:\WINDOWS\system32\rsaenh.dll
[MODULE] 107  base=0x743a0000  end=0x743b4000  size=0x00014000  name=CRYPTSP.dll  path=C:\WINDOWS\SYSTEM32\CRYPTSP.dll
[MODULE] 108  base=0x74b80000  end=0x74b88000  size=0x00008000  name=VERSION.dll  path=C:\WINDOWS\SYSTEM32\VERSION.dll
[MODULE] 109  base=0x74b90000  end=0x74ba5000  size=0x00015000  name=kernel.appcore.dll  path=C:\WINDOWS\SYSTEM32\kernel.appcore.dll
[MODULE] 110  base=0x74bb0000  end=0x74bf3000  size=0x00043000  name=cfgmgr32.dll  path=C:\WINDOWS\SYSTEM32\cfgmgr32.dll
[MODULE] 111  base=0x74c00000  end=0x74c54000  size=0x00054000  name=mswsock.dll  path=C:\WINDOWS\system32\mswsock.dll
[MODULE] 112  base=0x74d50000  end=0x74e22000  size=0x000d2000  name=shcore.dll  path=C:\WINDOWS\System32\shcore.dll
[MODULE] 113  base=0x74ea0000  end=0x75069000  size=0x001c9000  name=USER32.dll  path=C:\WINDOWS\System32\USER32.dll
[MODULE] 114  base=0x75070000  end=0x750d7000  size=0x00067000  name=wintrust.dll  path=C:\WINDOWS\System32\wintrust.dll
[MODULE] 115  base=0x750e0000  end=0x75165000  size=0x00085000  name=ADVAPI32.dll  path=C:\WINDOWS\System32\ADVAPI32.dll
[MODULE] 116  base=0x75170000  end=0x75854000  size=0x006e4000  name=Windows.Storage.dll  path=C:\WINDOWS\System32\Windows.Storage.dll
[MODULE] 117  base=0x75900000  end=0x75906000  size=0x00006000  name=PSAPI.DLL  path=C:\WINDOWS\System32\PSAPI.DLL
[MODULE] 118  base=0x75910000  end=0x75f46000  size=0x00636000  name=SHELL32.dll  path=C:\WINDOWS\System32\SHELL32.dll
[MODULE] 119  base=0x75f50000  end=0x76017000  size=0x000c7000  name=msvcrt.dll  path=C:\WINDOWS\System32\msvcrt.dll
[MODULE] 120  base=0x76020000  end=0x760a6000  size=0x00086000  name=clbcatq.dll  path=C:\WINDOWS\System32\clbcatq.dll
[MODULE] 121  base=0x760b0000  end=0x7614f000  size=0x0009f000  name=OLEAUT32.dll  path=C:\WINDOWS\System32\OLEAUT32.dll
[MODULE] 122  base=0x76160000  end=0x761e5000  size=0x00085000  name=msvcp_win.dll  path=C:\WINDOWS\System32\msvcp_win.dll
[MODULE] 123  base=0x761f0000  end=0x762e0000  size=0x000f0000  name=KERNEL32.DLL  path=C:\WINDOWS\System32\KERNEL32.DLL
[MODULE] 124  base=0x762f0000  end=0x76582000  size=0x00292000  name=combase.dll  path=C:\WINDOWS\System32\combase.dll
[MODULE] 125  base=0x76590000  end=0x765aa000  size=0x0001a000  name=win32u.dll  path=C:\WINDOWS\System32\win32u.dll
[MODULE] 126  base=0x76620000  end=0x76a71000  size=0x00451000  name=SETUPAPI.DLL  path=C:\WINDOWS\System32\SETUPAPI.DLL
[MODULE] 127  base=0x76a80000  end=0x76bd1000  size=0x00151000  name=ole32.dll  path=C:\WINDOWS\System32\ole32.dll
[MODULE] 128  base=0x76be0000  end=0x76c02000  size=0x00022000  name=GDI32.dll  path=C:\WINDOWS\System32\GDI32.dll
[MODULE] 129  base=0x76c10000  end=0x76d20000  size=0x00110000  name=ucrtbase.dll  path=C:\WINDOWS\System32\ucrtbase.dll
[MODULE] 130  base=0x76d30000  end=0x76db3000  size=0x00083000  name=sechost.dll  path=C:\WINDOWS\System32\sechost.dll
[MODULE] 131  base=0x76dc0000  end=0x76e72000  size=0x000b2000  name=COMDLG32.dll  path=C:\WINDOWS\System32\COMDLG32.dll
[MODULE] 132  base=0x76e80000  end=0x76f3c000  size=0x000bc000  name=RPCRT4.dll  path=C:\WINDOWS\System32\RPCRT4.dll
[MODULE] 133  base=0x76f40000  end=0x76f47000  size=0x00007000  name=NSI.dll  path=C:\WINDOWS\System32\NSI.dll
[MODULE] 134  base=0x76f50000  end=0x76fc4000  size=0x00074000  name=bcryptPrimitives.dll  path=C:\WINDOWS\System32\bcryptPrimitives.dll
[MODULE] 135  base=0x76fd0000  end=0x770c9000  size=0x000f9000  name=wintypes.dll  path=C:\WINDOWS\System32\wintypes.dll
[MODULE] 136  base=0x770d0000  end=0x771bb000  size=0x000eb000  name=gdi32full.dll  path=C:\WINDOWS\System32\gdi32full.dll
[MODULE] 137  base=0x77340000  end=0x773a1000  size=0x00061000  name=WS2_32.dll  path=C:\WINDOWS\System32\WS2_32.dll
[MODULE] 138  base=0x773b0000  end=0x773d5000  size=0x00025000  name=IMM32.dll  path=C:\WINDOWS\System32\IMM32.dll
[MODULE] 139  base=0x773e0000  end=0x77432000  size=0x00052000  name=SHLWAPI.dll  path=C:\WINDOWS\System32\SHLWAPI.dll
[MODULE] 140  base=0x77440000  end=0x77549000  size=0x00109000  name=CRYPT32.dll  path=C:\WINDOWS\System32\CRYPT32.dll
[MODULE] 141  base=0x77550000  end=0x77818000  size=0x002c8000  name=KERNELBASE.dll  path=C:\WINDOWS\System32\KERNELBASE.dll
[MODULE] 142  base=0x77820000  end=0x7783b000  size=0x0001b000  name=imagehlp.dll  path=C:\WINDOWS\System32\imagehlp.dll
[MODULE] 143  base=0x77840000  end=0x77959000  size=0x00119000  name=MSCTF.dll  path=C:\WINDOWS\System32\MSCTF.dll
[MODULE] 144  base=0x779e0000  end=0x77b9f000  size=0x001bf000  name=ntdll.dll  path=C:\WINDOWS\SYSTEM32\ntdll.dll

[MODULES] Total: 144 modules loaded

================================================================================
[RESOLVE] Checking known addresses against module map:
--------------------------------------------------------------------------------
[RESOLVE] BF_cfb64_encrypt @ 0x12410f0 => INSIDE [Conquer.exe]  offset=0xe410f0  path=F:\TQ\Env_dx9\Conquer.exe
[RESOLVE] DoReceiveShakeHand @ 0xfeeb6c => INSIDE [Conquer.exe]  offset=0xbeeb6c  path=F:\TQ\Env_dx9\Conquer.exe

================================================================================
[MEMORY] Writable memory regions (rw-):
--------------------------------------------------------------------------------
[RW] base=0x30000  end=0x31000  size=4.0KB  prot=rw-  owner=unknown
[RW] base=0xa7000  end=0xb0000  size=36.0KB  prot=rw-  owner=unknown
[RW] base=0x187000  end=0x1b0000  size=164.0KB  prot=rw-  owner=unknown
[RW] base=0x1c0000  end=0x1c2000  size=8.0KB  prot=rw-  owner=unknown
[RW] base=0x234000  end=0x23a000  size=24.0KB  prot=rw-  owner=unknown
[RW] base=0x246000  end=0x256000  size=64.0KB  prot=rw-  owner=unknown
[RW] base=0x276000  end=0x292000  size=112.0KB  prot=rw-  owner=unknown
[RW] base=0x296000  end=0x2a2000  size=48.0KB  prot=rw-  owner=unknown
[RW] base=0x2a6000  end=0x2aa000  size=16.0KB  prot=rw-  owner=unknown
[RW] base=0x2b2000  end=0x2c2000  size=64.0KB  prot=rw-  owner=unknown
[RW] base=0x2ca000  end=0x33e000  size=464.0KB  prot=rw-  owner=unknown
[RW] base=0x1993000  end=0x199c000  size=36.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x199c000  end=0x19a0000  size=16.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19a0000  end=0x19a2000  size=8.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19a2000  end=0x19ad000  size=44.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19ad000  end=0x19af000  size=8.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19af000  end=0x19bd000  size=56.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19bd000  end=0x19be000  size=4.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19be000  end=0x19ce000  size=64.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19ce000  end=0x19cf000  size=4.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19cf000  end=0x19e5000  size=88.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19e5000  end=0x19e6000  size=4.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19e6000  end=0x19e7000  size=4.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19e7000  end=0x19ea000  size=12.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19ea000  end=0x19ee000  size=16.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19ee000  end=0x19ef000  size=4.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19ef000  end=0x19ff000  size=64.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x19ff000  end=0x1a12000  size=76.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x1a12000  end=0x1a1b000  size=36.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x1a1b000  end=0x1a28000  size=52.0KB  prot=rw-  owner=Conquer.exe
[RW] base=0x1b3d000  end=0x1b87000  size=296.0KB  prot=rwx  owner=Conquer.exe
[RW] base=0x1b87000  end=0x1b88000  size=4.0KB  prot=rwx  owner=Conquer.exe
[RW] base=0x1b88000  end=0x1c62000  size=872.0KB  prot=rwx  owner=Conquer.exe
[RW] base=0x1c62000  end=0x1c64000  size=8.0KB  prot=rwx  owner=Conquer.exe
[RW] base=0x1c64000  end=0x1ef3000  size=2620.0KB  prot=rwx  owner=Conquer.exe
[RW] base=0x1f50000  end=0x1f5f000  size=60.0KB  prot=rw-  owner=unknown
[RW] base=0x1f70000  end=0x1f72000  size=8.0KB  prot=rw-  owner=unknown
[RW] base=0x2020000  end=0x2024000  size=16.0KB  prot=rw-  owner=unknown
[RW] base=0x2040000  end=0x213f000  size=1020.0KB  prot=rw-  owner=unknown
[RW] base=0x2140000  end=0x2150000  size=64.0KB  prot=rw-  owner=unknown
[RW] base=0x2280000  end=0x2284000  size=16.0KB  prot=rw-  owner=unknown
[RW] base=0x2290000  end=0x2291000  size=4.0KB  prot=rwx  owner=unknown
[RW] base=0x22a1000  end=0x22a2000  size=4.0KB  prot=rw-  owner=unknown
[RW] base=0x22e8000  end=0x22f0000  size=32.0KB  prot=rw-  owner=unknown
[RW] base=0x2410000  end=0x2411000  size=4.0KB  prot=rw-  owner=unknown
[RW] base=0x24b8000  end=0x24c0000  size=32.0KB  prot=rw-  owner=unknown
[RW] base=0x2608000  end=0x2610000  size=32.0KB  prot=rw-  owner=unknown
[RW] base=0x2ab7000  end=0x2adb000  size=144.0KB  prot=rw-  owner=graphic.dll
[RW] base=0x2adb000  end=0x2adc000  size=4.0KB  prot=rw-  owner=graphic.dll
[RW] base=0x2adc000  end=0x2add000  size=4.0KB  prot=rw-  owner=graphic.dll
[RW] base=0x2add000  end=0x2ade000  size=4.0KB  prot=rw-  owner=graphic.dll
[RW] base=0x2ade000  end=0x2ae0000  size=8.0KB  prot=rw-  owner=graphic.dll
[RW] base=0x2ae0000  end=0x2ae3000  size=12.0KB  prot=rw-  owner=graphic.dll
[RW] base=0x2ae3000  end=0x2ae9000  size=24.0KB  prot=rw-  owner=graphic.dll
[RW] base=0x2ae9000  end=0x2aea000  size=4.0KB  prot=rw-  owner=graphic.dll
